gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,description
ADIPOR1,2.50046152859625e-12,0.673088014644168,0.687,0.453,1.00611070526127e-07,adiponectin receptor 1 [Source:HGNC Symbol;Acc:HGNC:24040]
VPS16,2.53024950313085e-12,0.854072877623642,0.507,0.248,1.01809649257476e-07,VPS16 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:14584]
IMPA2,2.59170887822555e-12,0.836053432871097,0.396,0.148,1.04282590133162e-07,inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]
PTPRS,2.71625559517509e-12,0.706020765293009,0.552,0.272,1.0929397638306e-07,protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]
AHR,2.79508095955986e-12,0.628886922226694,0.5,0.226,1.1246567256981e-07,aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
CAST,2.83400385193536e-12,0.605508484893396,0.776,0.559,1.14031812990323e-07,calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]
CAST,2.83400385193536e-12,0.605508484893396,0.776,0.559,1.14031812990323e-07,calpastatin [Source:NCBI gene (formerly Entrezgene);Acc:831]
GLT8D1,3.04207275640748e-12,0.843007251050462,0.545,0.281,1.22403881499568e-07,glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24870]
TMEM259,3.14039286837265e-12,0.818367083551857,0.485,0.234,1.2635998784471e-07,transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039]
NBPF26,3.14720282377505e-12,0.598680216266727,0.754,0.545,1.26634000020237e-07,NBPF member 26 [Source:HGNC Symbol;Acc:HGNC:49571]
PACSIN2,3.55294868805011e-12,0.692499488546784,0.664,0.442,1.42959996361072e-07,protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571]
SRSF10,3.69718143824371e-12,0.542896790634552,0.799,0.581,1.48763489530612e-07,serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]
RP11-661A12.9,3.72649182420819e-12,0.744456426587993,0.216,0.053,1.49942851530665e-07,
RITA1,3.73690248454143e-12,0.842346878975923,0.381,0.138,1.50361745270493e-07,RBPJ interacting and tubulin associated 1 [Source:HGNC Symbol;Acc:HGNC:25925]
PLOD2,3.76853995361492e-12,0.812194524129058,0.381,0.144,1.51634742113603e-07,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]"
ATP13A3,3.80269135445987e-12,0.678850681638379,0.493,0.227,1.53008892029402e-07,ATPase 13A3 [Source:HGNC Symbol;Acc:HGNC:24113]
ZFHX4,3.87900845765192e-12,0.733218749608931,0.642,0.385,1.5607966331054e-07,zinc finger homeobox 4 [Source:HGNC Symbol;Acc:HGNC:30939]
EME1,3.98426607487967e-12,0.70568634920367,0.157,0.028,1.60314914054933e-07,essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965]
EZH2,4.02624283269173e-12,0.746089479207725,0.649,0.388,1.62003932859017e-07,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]
PLXDC2,4.09048756114484e-12,0.496787235972713,0.828,0.651,1.64588947997785e-07,plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]
AKT3,4.12392149760666e-12,0.577882996085695,0.246,0.066,1.65934229299199e-07,AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]
MCTP1,4.19345168185933e-12,0.706975479023238,0.269,0.08,1.68731915322974e-07,multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183]
PSENEN,4.20203452725923e-12,0.658506810302957,0.709,0.403,1.6907726327333e-07,"presenilin enhancer, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:30100]"
NQO1,4.46733119743861e-12,1.01184589981601,0.41,0.195,1.79752005391337e-07,NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]
PRICKLE2,4.47672690421949e-12,0.733043870117569,0.269,0.08,1.8013006044508e-07,prickle planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:20340]
PITPNB,4.48669046523162e-12,0.621335920506744,0.761,0.512,1.80530964249525e-07,phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]
RP11-383G6.4,4.56861676461955e-12,0.595845844956331,0.172,0.034,1.83827432757997e-07,
PEPD,4.58656827170207e-12,0.623804821737643,0.694,0.46,1.84549747548476e-07,peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]
MIR1244-2,4.62091940640201e-12,0.546290981270702,0.679,0.456,1.85931934155398e-07,microRNA 1244-2 [Source:HGNC Symbol;Acc:HGNC:38321]
MGME1,4.63482052810131e-12,0.639995353049374,0.701,0.463,1.86491273589212e-07,mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:16205]
TOMM20,4.72490351934853e-12,0.282289188806098,0.91,0.832,1.90115942908027e-07,translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947]
RP11-142A22.2,4.73490514893798e-12,0.583321321922588,0.694,0.423,1.90518378477818e-07,
SUCO,4.78849156212012e-12,0.705903781457767,0.634,0.341,1.92674534985027e-07,SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]
SLC27A1,5.08066114198311e-12,0.84832586793908,0.463,0.215,2.04430562369974e-07,solute carrier family 27 member 1 [Source:HGNC Symbol;Acc:HGNC:10995]
SNORA81,5.12439319161115e-12,0.822495241564926,0.328,0.112,2.06190208850858e-07,"small nucleolar RNA, H/ACA box 81 [Source:HGNC Symbol;Acc:HGNC:32667]"
SDHA,5.25290553350696e-12,0.445240376153113,0.866,0.672,2.1136115995172e-07,succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680]
CTC-338M12.4,5.40572471924189e-12,0.783838946728367,0.388,0.148,2.17510145528136e-07,
PES1,5.44806982385626e-12,0.752492008613789,0.604,0.362,2.19213985502504e-07,pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]
AC002306.1,5.53403295876733e-12,0.441513772416298,0.127,0.017,2.22672884161921e-07,
TMEM47,5.65778309925685e-12,0.837866855676352,0.246,0.068,2.27652218564798e-07,transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515]
OAS3,5.88282702355076e-12,0.66264197265137,0.246,0.065,2.36707310946612e-07,2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]
MAT2A,5.93209362224926e-12,0.397459151749259,0.866,0.74,2.38689651078443e-07,methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]
RND3,6.16290327521835e-12,0.881685417196031,0.537,0.307,2.47976739084961e-07,Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]
RP11-115M6.4,6.31289809582255e-12,0.498655843476191,0.701,0.522,2.54012080681612e-07,
PLEKHJ1,6.36275200503425e-12,0.622068359480031,0.724,0.43,2.56018052426563e-07,pleckstrin homology domain containing J1 [Source:HGNC Symbol;Acc:HGNC:18211]
TYMP,6.43625738881373e-12,0.860968798175524,0.291,0.094,2.58975688553698e-07,thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]
GUK1,6.48587063271197e-12,0.534480514266362,0.813,0.57,2.60971976648431e-07,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
AP4M1,6.51589500795946e-12,0.783413669509419,0.5,0.226,2.62180067435265e-07,adaptor related protein complex 4 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:574]
YIPF2,6.65043688458826e-12,0.753393443260489,0.59,0.294,2.67593628925178e-07,Yip1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28476]
STX3,6.96656045862831e-12,0.794011578543551,0.381,0.147,2.80313493173827e-07,syntaxin 3 [Source:HGNC Symbol;Acc:HGNC:11438]
TACR1,7.0395223915395e-12,0.801784936368265,0.351,0.124,2.83249262468375e-07,tachykinin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11526]
SLC2A1,7.39141173788204e-12,0.583962203345303,0.731,0.489,2.9740823409716e-07,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]
EPS15,7.50173933509702e-12,0.679803633570952,0.694,0.455,3.01847485626299e-07,epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]
GRINA,7.59284533581315e-12,0.728304542999633,0.552,0.278,3.05513317777114e-07,glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]
RP11-631M6.1,7.82610825101535e-12,0.282488875916865,0.933,0.828,3.14899117696105e-07,
MRAS,7.89902075604345e-12,0.615172590315494,0.284,0.084,3.1783289816092e-07,muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]
AP5Z1,8.18094662386455e-12,0.868142212080308,0.478,0.229,3.29176749304438e-07,adaptor related protein complex 5 subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:22197]
RBM18,8.24750262187018e-12,0.704466844792836,0.619,0.361,3.3185476299619e-07,RNA binding motif protein 18 [Source:HGNC Symbol;Acc:HGNC:28413]
SF3B6,8.5743251266463e-12,0.362281900685125,0.903,0.73,3.45005120120867e-07,splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]
UBE2E2,8.64868185181929e-12,0.768451292031489,0.5,0.229,3.47997011671653e-07,ubiquitin conjugating enzyme E2 E2 [Source:HGNC Symbol;Acc:HGNC:12478]
SDHAP3,9.31110124817426e-12,0.606171362869604,0.567,0.265,3.74650780922788e-07,SDHA pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:18781]
SDHAP3,9.31110124817426e-12,0.606171362869604,0.567,0.265,3.74650780922788e-07,SDHA pseudogene 3 [Source:NCBI gene (formerly Entrezgene);Acc:728609]
HNRNPU,9.58372544349536e-12,0.429260185122388,0.866,0.718,3.85620360669923e-07,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
RP11-55L3.2,9.70616985318188e-12,0.550525958961821,0.44,0.201,3.90547156382479e-07,
JAK1,9.83854450836002e-12,0.671554655837641,0.716,0.446,3.95873515382882e-07,Janus kinase 1 [Source:HGNC Symbol;Acc:HGNC:6190]
MCF2L2,9.89175869615975e-12,0.503573198303926,0.157,0.029,3.9801469465738e-07,MCF.2 cell line derived transforming sequence-like 2 [Source:HGNC Symbol;Acc:HGNC:30319]
RPS2L1,1.05266952571848e-11,0.536210551170402,0.657,0.459,4.23562637063345e-07,
BDP1,1.06568521337024e-11,0.549283740374911,0.784,0.509,4.28799759303782e-07,BDP1 general transcription factor IIIB subunit [Source:HGNC Symbol;Acc:HGNC:13652]
AC026271.5,1.07095071386106e-11,0.693407313474891,0.604,0.349,4.30918438736274e-07,
DNMT3B,1.07183895015458e-11,0.685249736234165,0.187,0.041,4.31275838373698e-07,DNA methyltransferase 3 beta [Source:HGNC Symbol;Acc:HGNC:2979]
C19orf66,1.09220340970469e-11,0.783360206071287,0.53,0.271,4.39469885962874e-07,
PDCD6IP,1.10577269933785e-11,0.520153748872785,0.791,0.627,4.44929761032572e-07,programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]
CCDC64B,1.18160695010473e-11,0.916443792966527,0.321,0.12,4.75443188513639e-07,
BTG3-AS1,1.24060529685697e-11,0.55653755190278,0.179,0.037,4.99182353296338e-07,BTG3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53145]
SEC22C,1.25328778654482e-11,0.78320889469807,0.545,0.279,5.04285406672039e-07,"SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]"
USP4,1.26936846605131e-11,0.672946122406038,0.701,0.42,5.10755789685064e-07,ubiquitin specific peptidase 4 [Source:HGNC Symbol;Acc:HGNC:12627]
SCRN1,1.28097667845272e-11,0.772325344457548,0.44,0.185,5.15426586109021e-07,secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]
RP11-307E17.11,1.31224280131232e-11,0.26855165269393,0.97,0.872,5.28007135964038e-07,
SLC25A35,1.3383970666312e-11,0.868051952472059,0.388,0.161,5.38530827700395e-07,solute carrier family 25 member 35 [Source:HGNC Symbol;Acc:HGNC:31921]
PRELID1,1.34419251055237e-11,0.623049965916219,0.701,0.438,5.40862740470958e-07,PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255]
KB-1572G7.2,1.3560511145711e-11,0.710680623715584,0.44,0.188,5.45634286969975e-07,
PSMG3,1.37369708839359e-11,0.75037536343413,0.567,0.306,5.52734497456931e-07,proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]
RP4-591C20.9,1.40534597400918e-11,0.436119548176791,0.194,0.044,5.65469059562073e-07,
RP11-10N23.6,1.46910196798087e-11,0.832612448438503,0.299,0.099,5.91122558856462e-07,
PACSIN3,1.49180994605507e-11,0.87711900298798,0.284,0.091,6.0025956799418e-07,protein kinase C and casein kinase substrate in neurons 3 [Source:HGNC Symbol;Acc:HGNC:8572]
PLEKHF2,1.53194321684319e-11,0.846767342604932,0.299,0.098,6.16407992161193e-07,pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]
TPBG,1.57245951877109e-11,0.77222813860199,0.343,0.127,6.32710536567925e-07,trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]
HM13,1.65654592175707e-11,0.488392234735463,0.776,0.642,6.66544382537392e-07,histocompatibility minor 13 [Source:HGNC Symbol;Acc:HGNC:16435]
ELOVL7,1.66113790946104e-11,0.768563382040875,0.231,0.063,6.68392060629839e-07,ELOVL fatty acid elongase 7 [Source:HGNC Symbol;Acc:HGNC:26292]
USP1,1.72255933541544e-11,0.725769375132935,0.612,0.35,6.93106199791111e-07,ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:12607]
RGL3,1.73047838525936e-11,0.762518102987296,0.44,0.191,6.96292587876811e-07,ral guanine nucleotide dissociation stimulator like 3 [Source:HGNC Symbol;Acc:HGNC:30282]
CCSER1,1.74597106164838e-11,0.691282889074046,0.224,0.059,7.0252637607546e-07,coiled-coil serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:29349]
AC024560.3,1.7655726778318e-11,0.636314281327468,0.657,0.394,7.10413478379182e-07,
KRT5,1.76581950761302e-11,0.382147978796632,0.91,0.761,7.1051279527825e-07,keratin 5 [Source:HGNC Symbol;Acc:HGNC:6442]
PAIP1,1.7715497995749e-11,0.683308980378508,0.642,0.416,7.12818492854951e-07,poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]
ZNF765,1.78897313266417e-11,0.498222664986126,0.373,0.146,7.19829119390081e-07,zinc finger protein 765 [Source:HGNC Symbol;Acc:HGNC:25092]
SUMO3,1.84102495429788e-11,0.483409524861219,0.761,0.583,7.40773210860838e-07,small ubiquitin like modifier 3 [Source:HGNC Symbol;Acc:HGNC:11124]
RP11-324B6.1,1.8825075168757e-11,0.476617694791205,0.776,0.531,7.57464549565275e-07,
NUP205,1.88445482143242e-11,0.704454495781185,0.552,0.258,7.58248086499763e-07,nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658]
WIPI1,1.88783020390556e-11,0.875348100545647,0.425,0.188,7.59606239145481e-07,"WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]"
KCNH8,1.90500290173793e-11,0.690976027086874,0.299,0.098,7.66516017572293e-07,potassium voltage-gated channel subfamily H member 8 [Source:HGNC Symbol;Acc:HGNC:18864]
PLP2,2.03138806430007e-11,0.629176155426866,0.761,0.485,8.17369615432418e-07,proteolipid protein 2 [Source:HGNC Symbol;Acc:HGNC:9087]
ZWILCH,2.04104175963267e-11,0.881717422612134,0.396,0.171,8.21253972823398e-07,zwilch kinetochore protein [Source:HGNC Symbol;Acc:HGNC:25468]
RP11-222A11.1,2.04404015423552e-11,0.569393743442442,0.254,0.072,8.22460436859747e-07,
FAM126A,2.07415703279802e-11,0.646115997744127,0.41,0.166,8.34578565286938e-07,
KMT5C,2.18490359852249e-11,0.530913834155508,0.231,0.061,8.79139660937494e-07,lysine methyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:28405]
DIP2B,2.20399332684071e-11,0.742733536450086,0.604,0.368,8.86820794920897e-07,disco interacting protein 2 homolog B [Source:HGNC Symbol;Acc:HGNC:29284]
GGT7,2.23136707655095e-11,0.705834720106536,0.604,0.328,8.97835170591807e-07,gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4259]
FAM84B,2.27494708316159e-11,0.80689673925641,0.44,0.207,9.1537045785173e-07,
QTRT1,2.40710233053227e-11,0.536672441717386,0.769,0.541,9.68545764736268e-07,queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:23797]
GCA,2.41015917845959e-11,0.811740657028777,0.418,0.179,9.69775748636784e-07,grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]
STK11IP,2.43901241530531e-11,0.779237215852612,0.53,0.277,9.81385425546399e-07,serine/threonine kinase 11 interacting protein [Source:HGNC Symbol;Acc:HGNC:19184]
PIGQ,2.45671231076298e-11,0.679936457151642,0.649,0.379,9.885073324817e-07,phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]
SNRPD3,2.66488800760627e-11,0.358823410794508,0.881,0.73,1.07227098762053e-06,small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160]
RAP1GAP,2.6836215194744e-11,0.662047318537104,0.172,0.036,1.07980879079091e-06,RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]
RARRES1,2.83332165099246e-11,0.969720822451404,0.284,0.096,1.14004363270984e-06,retinoic acid receptor responder 1 [Source:HGNC Symbol;Acc:HGNC:9867]
MAF1,2.8687770890482e-11,0.793879187306151,0.522,0.262,1.15430983732032e-06,"MAF1 homolog, negative regulator of RNA polymerase III [Source:HGNC Symbol;Acc:HGNC:24966]"
MCM10,2.87620644707648e-11,0.711840941474201,0.194,0.045,1.15729918811016e-06,minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]
PHKG2,3.05282435144996e-11,0.642802663045644,0.694,0.404,1.22836493429292e-06,phosphorylase kinase catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:8931]
RHPN2,3.10581346130241e-11,0.729777151931482,0.552,0.282,1.24968616242425e-06,rhophilin Rho GTPase binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19974]
SEPT2,3.13241730882075e-11,0.336599048074519,0.918,0.828,1.2603907525502e-06,
RP11-2C23.1,3.15081531909628e-11,0.899802996182036,0.246,0.07,1.26779355994477e-06,
KIF16B,3.26608739100359e-11,0.785526539680605,0.448,0.207,1.31417558351811e-06,kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
ZDHHC23,3.35014711126734e-11,0.738230275416426,0.172,0.037,1.34799869316064e-06,zinc finger DHHC-type palmitoyltransferase 23 [Source:HGNC Symbol;Acc:HGNC:28654]
EIF4G1,3.36231748553304e-11,0.428060674018807,0.851,0.715,1.35289568665393e-06,eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]
IPO9,3.38891781581078e-11,0.693686050410895,0.649,0.4,1.36359886154778e-06,importin 9 [Source:HGNC Symbol;Acc:HGNC:19425]
ZDHHC8P,3.58624233108492e-11,0.57431967542591,0.209,0.052,1.44299632675864e-06,
PXMP4,3.6163073087391e-11,0.702640929111302,0.425,0.181,1.45509357181735e-06,peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920]
APBA3,3.74530234227037e-11,0.812299202643119,0.328,0.117,1.50699730345933e-06,amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580]
PCED1A,3.78985086885292e-11,0.763369594131087,0.5,0.241,1.52492229410035e-06,PC-esterase domain containing 1A [Source:HGNC Symbol;Acc:HGNC:16212]
FRAS1,3.8306881575369e-11,0.691594529226692,0.388,0.16,1.54135399394812e-06,Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185]
NDUFAF3,3.92939407400146e-11,0.540367663570523,0.716,0.495,1.58107029355597e-06,NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918]
TCOF1,4.06463159059322e-11,0.712322348706674,0.575,0.317,1.63548581310699e-06,treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]
RP4-646B12.2,4.29280725251779e-11,0.545005599164294,0.619,0.429,1.72729685419558e-06,
DLEU2,4.4082919241933e-11,0.544955938403159,0.381,0.155,1.77376442153766e-06,deleted in lymphocytic leukemia 2 [Source:HGNC Symbol;Acc:HGNC:13748]
KDSR,4.45013959734969e-11,0.584458637262404,0.769,0.568,1.79060266978559e-06,3-ketodihydrosphingosine reductase [Source:HGNC Symbol;Acc:HGNC:4021]
SRSF7,4.58391648318946e-11,0.316692055405495,0.925,0.805,1.84443047534094e-06,serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]
PIM3,4.6265704005166e-11,0.801400296708244,0.552,0.311,1.86159313205586e-06,"Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]"
RPS2P48,4.77248555032104e-11,0.570791341369897,0.537,0.303,1.92030501088268e-06,ribosomal protein S2 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:35985]
AC007318.5,4.81131008081286e-11,0.276240584626686,0.851,0.755,1.93592683721667e-06,
KB-1440D3.16,4.82690933530413e-11,0.43603260636504,0.164,0.033,1.94220350924632e-06,
CDC37,4.93285500305867e-11,0.283410077518668,0.91,0.807,1.98483286758072e-06,"cell division cycle 37, HSP90 cochaperone [Source:HGNC Symbol;Acc:HGNC:1735]"
SH3BGRL3,5.21404193180304e-11,0.495908384631365,0.791,0.579,2.09797405209959e-06,SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]
CTD-2383M3.1,5.24395432921528e-11,0.29334237758678,0.127,0.019,2.11000990344635e-06,
EFHD1,5.27482036505239e-11,0.435953359604353,0.858,0.659,2.12242947028613e-06,EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]
CDK6,5.29329640416382e-11,0.473629428544005,0.94,0.707,2.12986367414339e-06,cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]
C9orf172,5.38224193686899e-11,0.396987758394796,0.157,0.031,2.16565268813798e-06,
RIBC2,5.70521197412014e-11,0.663290109179417,0.157,0.031,2.29560614202672e-06,RIB43A domain with coiled-coils 2 [Source:HGNC Symbol;Acc:HGNC:13241]
CLIC1,5.74086127226008e-11,0.336911223962031,0.851,0.714,2.30995035011929e-06,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]
RAB32,5.82841197820732e-11,0.746792146384662,0.164,0.034,2.34517812767128e-06,"RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]"
LZTS1,5.9274920201527e-11,0.68685951802377,0.231,0.064,2.38504496414884e-06,leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]
SLC25A22,6.03684003592689e-11,0.802340411341235,0.254,0.079,2.4290433252559e-06,solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954]
STT3B,6.17118280735865e-11,0.813861248331006,0.485,0.248,2.4830988261969e-06,STT3 oligosaccharyltransferase complex catalytic subunit B [Source:HGNC Symbol;Acc:HGNC:30611]
