gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,description
APCDD1L,0.0358652220063644,-0.449706727852461,0.164,0.231,1,APC down-regulated 1 like [Source:HGNC Symbol;Acc:HGNC:26892]
N4BP2,0.0363183980184928,-0.270812484021468,0.179,0.26,1,NEDD4 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29851]
CEACAM1,0.0363317658349704,-0.353519357206244,0.216,0.29,1,CEA cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:1814]
CRTC3,0.0364323392840139,-0.294541357142199,0.209,0.289,1,CREB regulated transcription coactivator 3 [Source:HGNC Symbol;Acc:HGNC:26148]
ERMP1,0.0368025234825541,-0.254838081467641,0.09,0.161,1,endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]
OTUD5,0.0371255692461747,-0.304553171614641,0.231,0.313,1,OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402]
SNAPC1,0.0371480347893516,-0.298290001180367,0.164,0.243,1,small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
GSPT2,0.0380334979712735,-0.385407332213193,0.052,0.108,1,G1 to S phase transition 2 [Source:HGNC Symbol;Acc:HGNC:4622]
HYLS1,0.038190320402777,-0.393798106820474,0.06,0.118,1,HYLS1 centriolar and ciliogenesis associated [Source:HGNC Symbol;Acc:HGNC:26558]
AC023356.3,0.0383224073375327,-0.259586905117655,0.172,0.255,1,
GABARAPL1,0.0385872696497324,-0.292635974011146,0.299,0.387,1,GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068]
RP13-188A5.1,0.039033835405689,-0.344188345406135,0.067,0.128,1,
CCDC74A,0.0394049196234525,-0.350657128307601,0.134,0.208,1,coiled-coil domain containing 74A [Source:HGNC Symbol;Acc:HGNC:25197]
ZKSCAN8,0.0398997747226172,-0.260054506070075,0.209,0.289,1,zinc finger with KRAB and SCAN domains 8 [Source:HGNC Symbol;Acc:HGNC:12983]
SIAE,0.0401871842425997,-0.276799387999968,0.104,0.176,1,sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187]
ORMDL3,0.0403430081760147,-0.365934713076754,0.142,0.211,1,ORMDL sphingolipid biosynthesis regulator 3 [Source:HGNC Symbol;Acc:HGNC:16038]
MYO1D,0.0406094623078396,-0.316215086211231,0.179,0.254,1,myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]
SCRN2,0.0406659749835651,-0.258892603539797,0.284,0.365,1,secernin 2 [Source:HGNC Symbol;Acc:HGNC:30381]
NARS2,0.0409643646402773,-0.309715934309591,0.246,0.329,1,"asparaginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26274]"
SPOP,0.0410962250726053,-0.275622309760616,0.299,0.384,1,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
ECHDC1,0.041296646963126,-0.329931950142816,0.276,0.356,1,ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]
BTN2A1,0.0420514296455526,-0.299658546946086,0.172,0.249,1,butyrophilin subfamily 2 member A1 [Source:HGNC Symbol;Acc:HGNC:1136]
TEX10,0.042590670345296,-0.329487461519503,0.231,0.309,1,testis expressed 10 [Source:HGNC Symbol;Acc:HGNC:25988]
MIR3074,0.0430066752297167,-0.287169262782979,0.067,0.131,1,microRNA 3074 [Source:HGNC Symbol;Acc:HGNC:38268]
CCDC163P,0.0438543903991527,-0.291833297440278,0.052,0.108,1,
RP11-151A6.3,0.0442327742219272,-0.253949417809229,0.082,0.147,1,
XPA,0.044720015089444,-0.270152839503946,0.104,0.179,1,"XPA, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12814]"
LEAP2,0.0449064635576006,-0.319335912283088,0.06,0.117,1,liver enriched antimicrobial peptide 2 [Source:HGNC Symbol;Acc:HGNC:29571]
IFI27L2,0.0450131935704294,-0.463019925195958,0.149,0.206,1,interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753]
MYD88,0.0452862659955166,-0.289199488908004,0.299,0.374,1,MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]
TOR1A,0.0453010282955498,-0.323314489865694,0.231,0.31,1,torsin family 1 member A [Source:HGNC Symbol;Acc:HGNC:3098]
P4HA1,0.046931036205852,-0.289481133653069,0.254,0.338,1,prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]
UTP3,0.0473431286714703,-0.396029367848933,0.067,0.121,1,UTP3 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24477]
RP11-10B2.2,0.0475298091365795,-0.370805222843368,0.067,0.123,1,
ARL15,0.0475676332926515,-0.3134944927132,0.172,0.242,1,ARF like GTPase 15 [Source:HGNC Symbol;Acc:HGNC:25945]
LTV1,0.0476883773461049,-0.260861080423101,0.254,0.335,1,LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]
APBA2,0.0481390473894274,-0.265777504786973,0.373,0.443,1,amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]
EIF2B2,0.0482156258890231,-0.286315735289188,0.201,0.278,1,eukaryotic translation initiation factor 2B subunit beta [Source:HGNC Symbol;Acc:HGNC:3258]
AREG,0.0483399403066382,-0.415771409385842,0.142,0.207,1,amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]
FAAH2,0.0484582892893284,-0.285316085641951,0.082,0.145,1,fatty acid amide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:26440]
PITPNM2,0.0485867069290541,-0.292586340182839,0.388,0.447,1,phosphatidylinositol transfer protein membrane associated 2 [Source:HGNC Symbol;Acc:HGNC:21044]
SPSB2,0.0491211656755063,-0.345869776105184,0.104,0.166,1,splA/ryanodine receptor domain and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:29522]
PTGR1,0.0499429505569276,-0.31981717724771,0.254,0.328,1,prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429]
RNF139,0.0503359165492064,-0.268146365535848,0.082,0.146,1,ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]
FERMT1,0.0503814269252301,-0.349279274965057,0.142,0.206,1,FERM domain containing kindlin 1 [Source:HGNC Symbol;Acc:HGNC:15889]
FAM69C,0.0508267882020676,-0.347661908675279,0.06,0.113,1,
PRR15L,0.0515424337153104,-0.410191783650913,0.104,0.165,1,proline rich 15 like [Source:HGNC Symbol;Acc:HGNC:28149]
ZBTB4,0.0515605172878375,-0.250141307005977,0.254,0.333,1,zinc finger and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23847]
PSAT1,0.0520160627095305,-0.285093724662301,0.254,0.338,1,phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]
TDRD3,0.0522572152582607,-0.292255187260535,0.209,0.281,1,tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612]
MDP1,0.0541830157827947,-0.322777563913994,0.09,0.145,1,magnesium dependent phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28781]
RNASET2,0.0545842847153483,-0.27416457224127,0.164,0.24,1,ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]
SPATA7,0.0547538943907039,-0.388857484757563,0.127,0.19,1,spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]
CBX1,0.0548338519280226,-0.266843756663563,0.299,0.393,1,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551]
QPCT,0.0554820287621825,-0.367946491975708,0.172,0.244,1,glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]
C11orf71,0.0557613393269568,-0.26297649339435,0.104,0.171,1,chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937]
EDC3,0.0559244599953773,-0.275265154913826,0.284,0.361,1,enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:HGNC:26114]
UQCC2,0.056495443007554,-0.299961187125296,0.239,0.305,1,ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:21237]
APOE,0.056964795741997,-0.369936943840977,0.097,0.157,1,apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]
RNFT1,0.0578182822331606,-0.254253773305381,0.119,0.192,1,"ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]"
PBDC1,0.0587776482844051,-0.306069002604808,0.216,0.29,1,polysaccharide biosynthesis domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28790]
SRF,0.0591650800804974,-0.26070366643352,0.201,0.274,1,serum response factor [Source:HGNC Symbol;Acc:HGNC:11291]
MAP2K5,0.0594304034507005,-0.268973334190084,0.224,0.304,1,mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6845]
AAMDC,0.0594462667331374,-0.26805369502709,0.299,0.361,1,adipogenesis associated Mth938 domain containing [Source:HGNC Symbol;Acc:HGNC:30205]
ANGEL1,0.0597764426621245,-0.305405419289865,0.194,0.259,1,angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]
BLVRA,0.0614679338111542,-0.270898547012208,0.246,0.32,1,biliverdin reductase A [Source:HGNC Symbol;Acc:HGNC:1062]
CTGF,0.0644104892421101,-0.264695488341406,0.299,0.382,1,
S1PR2,0.0646213130809073,-0.279537427050195,0.254,0.315,1,sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169]
TRIP4,0.0649014824585933,-0.315930423888754,0.201,0.265,1,thyroid hormone receptor interactor 4 [Source:HGNC Symbol;Acc:HGNC:12310]
BEX5,0.0664078403729885,-0.352364513564185,0.075,0.128,1,brain expressed X-linked 5 [Source:HGNC Symbol;Acc:HGNC:27990]
ZKSCAN3,0.0670840647648742,-0.300283931581662,0.179,0.24,1,zinc finger with KRAB and SCAN domains 3 [Source:HGNC Symbol;Acc:HGNC:13853]
FAM234B,0.0675267377426578,-0.303604265596416,0.157,0.223,1,family with sequence similarity 234 member B [Source:HGNC Symbol;Acc:HGNC:29288]
SLC6A6,0.0676765513979171,-0.30557069811505,0.134,0.194,1,solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]
SLC26A11,0.0683838059284821,-0.310151267964599,0.097,0.155,1,solute carrier family 26 member 11 [Source:HGNC Symbol;Acc:HGNC:14471]
PLCL1,0.0688063196272209,-0.259277560564576,0.097,0.155,1,phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]
INTS14,0.0697444886673392,-0.263168111080547,0.261,0.339,1,integrator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:25372]
TNFSF10,0.07053451920031,-0.26751158115611,0.209,0.285,1,TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925]
RP11-843P14.2,0.070782650847051,-0.261253583062671,0.06,0.111,1,
ZNF32,0.0713312332422312,-0.258652671486434,0.306,0.35,1,zinc finger protein 32 [Source:HGNC Symbol;Acc:HGNC:13095]
RP11-285F7.2,0.0717453013768364,-0.308180797731338,0.134,0.193,1,
STX18,0.0739691639229482,-0.298732572044601,0.254,0.32,1,syntaxin 18 [Source:HGNC Symbol;Acc:HGNC:15942]
MBIP,0.076804434459634,-0.256830920790206,0.246,0.318,1,MAP3K12 binding inhibitory protein 1 [Source:HGNC Symbol;Acc:HGNC:20427]
RP11-569A11.1,0.0768240240073871,-0.368396066857578,0.075,0.123,1,
SEMA6A,0.0774225276795073,-0.28276238532089,0.269,0.331,1,semaphorin 6A [Source:HGNC Symbol;Acc:HGNC:10738]
C8orf44,0.0792314203055161,-0.286223244631683,0.06,0.105,1,chromosome 8 putative open reading frame 44 [Source:HGNC Symbol;Acc:HGNC:25646]
LOXL2,0.0793350008686858,-0.353395093031902,0.224,0.278,1,lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]
TCEAL3,0.079423503794546,-0.265111112795634,0.194,0.256,1,transcription elongation factor A like 3 [Source:HGNC Symbol;Acc:HGNC:28247]
CTHRC1,0.0794792903525667,-0.351017692104107,0.104,0.158,1,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
PUS3,0.0797729427305113,-0.291759787737192,0.082,0.139,1,pseudouridine synthase 3 [Source:HGNC Symbol;Acc:HGNC:25461]
PYCARD,0.0830860112767977,-0.263140612103086,0.082,0.136,1,PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]
LRRC28,0.0836149501521192,-0.286098791550473,0.172,0.232,1,leucine rich repeat containing 28 [Source:HGNC Symbol;Acc:HGNC:28355]
TAPBPL,0.0847229320173309,-0.341794925471189,0.119,0.173,1,TAP binding protein like [Source:HGNC Symbol;Acc:HGNC:30683]
TMEM129,0.0851337889871452,-0.269737914625593,0.09,0.145,1,"transmembrane protein 129, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:25137]"
BAHD1,0.0855659483215164,-0.262178329267718,0.075,0.123,1,bromo adjacent homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29153]
ZNF677,0.0876898262617795,-0.299022723741798,0.112,0.164,1,zinc finger protein 677 [Source:HGNC Symbol;Acc:HGNC:28730]
CALML5,0.0881720768865798,-0.28364710970077,0.269,0.314,1,calmodulin like 5 [Source:HGNC Symbol;Acc:HGNC:18180]
AC141928.1,0.0901225917059667,-0.328050411443617,0.082,0.131,1,
CCDC146,0.0925110644614959,-0.265390864463198,0.239,0.298,1,coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]
RP11-16E23.4,0.0927873132102295,-0.260022588686986,0.291,0.363,1,
PCID2,0.0928231381082713,-0.264278258069334,0.388,0.435,1,PCI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25653]
NFYB,0.0929495570963261,-0.26884052525359,0.157,0.215,1,nuclear transcription factor Y subunit beta [Source:HGNC Symbol;Acc:HGNC:7805]
PKP2,0.0945181261322515,-0.278002601818596,0.127,0.183,1,plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]
SGSH,0.0946918759414037,-0.341807852546129,0.216,0.266,1,N-sulfoglucosamine sulfohydrolase [Source:HGNC Symbol;Acc:HGNC:10818]
ZNF610,0.0963043178202642,-0.284592851671573,0.097,0.147,1,zinc finger protein 610 [Source:HGNC Symbol;Acc:HGNC:26687]
TMEM256,0.0985801100464336,-0.273449898239704,0.269,0.308,1,transmembrane protein 256 [Source:HGNC Symbol;Acc:HGNC:28618]
CFAP57,0.100296730114203,-0.312260745623259,0.09,0.136,1,cilia and flagella associated protein 57 [Source:HGNC Symbol;Acc:HGNC:26485]
SNORD35A,0.100332374273177,-0.279871690158434,0.142,0.201,1,"small nucleolar RNA, C/D box 35A [Source:HGNC Symbol;Acc:HGNC:10162]"
COX14,0.100799318732969,-0.292914541728252,0.246,0.288,1,cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]
ITGAE,0.101959838644074,-0.269753050874994,0.194,0.249,1,integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]
RASSF2,0.103356938594284,-0.274433099806169,0.067,0.111,1,Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]
MED1,0.10617222024657,-0.318621239631455,0.284,0.328,1,mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]
ATPAF2,0.106474462234181,-0.293090155798911,0.164,0.218,1,ATP synthase mitochondrial F1 complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:18802]
PEX11G,0.10814984654195,-0.362243022614255,0.119,0.165,1,peroxisomal biogenesis factor 11 gamma [Source:HGNC Symbol;Acc:HGNC:20208]
SLC25A10,0.110093080415966,-0.274351087874794,0.082,0.127,1,solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]
RP11-1094M14.11,0.110699363810997,-0.27748511082352,0.179,0.231,1,
NBL1,0.111929551640698,-0.289258132287799,0.134,0.183,1,"NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]"
CLDN8,0.113299157600083,-0.319655619201145,0.082,0.129,1,claudin 8 [Source:HGNC Symbol;Acc:HGNC:2050]
OTUD3,0.117714085983437,-0.3181549864092,0.127,0.173,1,OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]
REXO4,0.119797560033052,-0.250626273961056,0.067,0.11,1,"REX4 homolog, 3'-5' exonuclease [Source:HGNC Symbol;Acc:HGNC:12820]"
MXD4,0.121040846161335,-0.284071815974057,0.246,0.297,1,MAX dimerization protein 4 [Source:HGNC Symbol;Acc:HGNC:13906]
ST6GALNAC4,0.122448515325594,-0.330524531965827,0.067,0.109,1,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:17846]"
RP11-556O5.3,0.123563676404771,-0.256306984725978,0.067,0.108,1,
CDK9,0.123614313905095,-0.330970244160298,0.09,0.133,1,cyclin dependent kinase 9 [Source:HGNC Symbol;Acc:HGNC:1780]
RNMTL1,0.126579286561933,-0.280848332613921,0.09,0.137,1,
CCDC22,0.131055794159589,-0.267436274995967,0.112,0.163,1,CCC complex scaffolding subunit CCDC22 [Source:HGNC Symbol;Acc:HGNC:28909]
EXOC3,0.134367351013686,-0.276396581015428,0.209,0.26,1,exocyst complex component 3 [Source:HGNC Symbol;Acc:HGNC:30378]
RNF113A,0.13521123498756,-0.265463306495818,0.142,0.196,1,ring finger protein 113A [Source:HGNC Symbol;Acc:HGNC:12974]
PTPRZ1,0.152560247563384,-0.304202908627124,0.082,0.12,1,protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]
C21orf119,0.153438917458548,-0.304146176638211,0.104,0.145,1,
PEX6,0.154156455039572,-0.259399137195771,0.082,0.122,1,peroxisomal biogenesis factor 6 [Source:HGNC Symbol;Acc:HGNC:8859]
FAM104B,0.158044253927532,-0.295713039098241,0.142,0.183,1,
FAM206A,0.158581531972198,-0.282769632971922,0.149,0.194,1,
HERC2P3,0.171639976465466,-0.302143028386258,0.246,0.279,1,HERC2 pseudogene 3 [Source:NCBI gene (formerly Entrezgene);Acc:283755]
HERC2P3,0.171639976465466,-0.302143028386258,0.246,0.279,1,HERC2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4871]
ACTR6,0.19332321601225,-0.260533818270428,0.201,0.244,1,actin related protein 6 [Source:HGNC Symbol;Acc:HGNC:24025]
LIAS,0.197546498680368,-0.259575513500509,0.127,0.164,1,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429]
ACSM3,0.205870742398715,-0.306430765562032,0.09,0.124,1,acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]
MTMR1,0.220059149572433,-0.299488062452873,0.239,0.271,1,myotubularin related protein 1 [Source:HGNC Symbol;Acc:HGNC:7449]
KIF7,0.271635695904435,-0.284366079658639,0.104,0.133,1,kinesin family member 7 [Source:HGNC Symbol;Acc:HGNC:30497]
RAPGEF2,0.275754220303502,-0.266835158842157,0.187,0.214,1,Rap guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:16854]
CTC1,0.315774946908277,-0.264450802463732,0.246,0.266,1,CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]
ANXA8L1,0.526125297849136,-0.296379547864661,0.157,0.162,1,annexin A8 like 1 [Source:HGNC Symbol;Acc:HGNC:23334]
TMEM8B,0.565679508574737,-0.314590063656688,0.328,0.312,1,transmembrane protein 8B [Source:HGNC Symbol;Acc:HGNC:21427]
ZNF334,0.587085264313798,-0.413854878038876,0.351,0.349,1,zinc finger protein 334 [Source:HGNC Symbol;Acc:HGNC:15806]
